slftstmpmsi;W;0x1108;U16;0;1;1
slftstpv1vulsi;W;0x1109;U16;0;1;1
slftstpv1vllsi;W;0x110A;U16;0;1;1
slftstpv2vulsi;W;0x110B;U16;0;1;1
slftstpv2vllsi;W;0x110C;U16;0;1;1
slftstl1vulsi;W;0x110D;U16;0;1;1
slftstl1vllsi;W;0x110E;U16;0;1;1
slftstl1fulsi;W;0x110F;U16;0;1;1
slftstl1fllsi;W;0x1110;U16;0;1;1
slftstcmdexsti;R;0x1120;U16;60;1;1
slftstcmdexrri;R;0x1121;U16;0;1;1
slftstkvri;R;0x1122;U16;0;1;1
slftstri;R;0x112D;U16;0;1;1
slftsttstcmdi;C;0x112E;U16;0;1;1
slftstcmdsti;R;0x112F;U16;1;1;1
slftstovpvti;R;0x1130;U16;1;1;1
slftstovpvsi;R;0x1131;U16;1;1;1
slftstovpvoi;R;0x1132;U16;1;1;1
slftstovptti;R;0x1133;U16;1;1;1
slftstovptoi;R;0x1134;U16;1;1;1
slftstovpti;R;0x1135;H64;1;1;1
slftstovpcrci;R;0x1139;U16;1;1;1
slftstovp10vti;R;0x113A;U16;1;1;1
slftstovp10vsi;R;0x113B;U16;1;1;1
slftstovp10voi;R;0x113C;U16;1;1;1
slftstovp10tti;R;0x113D;U16;1;1;1
slftstovp10toi;R;0x113E;U16;1;1;1
slftstovp10ti;R;0x113F;H64;1;1;1
slftstovp10crci;R;0x1143;U16;1;1;1
slftstuvpvti;R;0x1144;U16;1;1;1
slftstuvpvsi;R;0x1145;U16;1;1;1
slftstuvpvoi;R;0x1146;U16;1;1;1
slftstuvptti;R;0x1147;U16;1;1;1
slftstuvptoi;R;0x1148;U16;1;1;1
slftstuvpti;R;0x1149;H64;1;1;1
slftstuvpcrci;R;0x114D;U16;1;1;1
slftstuvp2vti;R;0x114E;U16;1;1;1
slftstuvp2vsi;R;0x114F;U16;1;1;1
slftstuvp2voi;R;0x1150;U16;1;1;1
slftstuvp2tti;R;0x1151;U16;1;1;1
slftstuvp2toi;R;0x1152;U16;1;1;1
slftstuvp2ti;R;0x1153;H64;1;1;1
slftstuvp2crci;R;0x1157;U16;1;1;1
slftstofpfti;R;0x1158;U16;1;1;1
slftstofpfsi;R;0x1159;U16;1;1;1
slftstofpfoi;R;0x115A;U16;1;1;1
slftstofptti;R;0x115B;U16;1;1;1
slftstofptoi;R;0x115C;U16;1;1;1
slftstofpti;R;0x115D;H64;1;1;1
slftstofpcrci;R;0x1161;U16;1;1;1
slftstofp2fti;R;0x1162;U16;1;1;1
slftstofp2fsi;R;0x1163;U16;1;1;1
slftstofp2foi;R;0x1164;U16;1;1;1
slftstofp2tti;R;0x1165;U16;1;1;1
slftstofp2toi;R;0x1166;U16;1;1;1
slftstofp2ti;R;0x1167;H64;1;1;1
slftstofp2crci;R;0x116B;U16;1;1;1
slftstufpfti;R;0x116C;U16;1;1;1
slftstufpfsi;R;0x116D;U16;1;1;1
slftstufpfoi;R;0x116E;U16;1;1;1
slftstufptti;R;0x116F;U16;1;1;1
slftstufptoi;R;0x1170;U16;1;1;1
slftstufpti;R;0x1171;H64;1;1;1
slftstufpcrci;R;0x1175;U16;1;1;1
slftstufp2fti;R;0x1176;U16;1;1;1
slftstufp2fsi;R;0x1177;U16;1;1;1
slftstufp2foi;R;0x1178;U16;1;1;1
slftstufp2tti;R;0x1179;U16;1;1;1
slftstufp2toi;R;0x117A;U16;1;1;1
slftstufp2ti;R;0x117B;H64;1;1;1
slftstufp2crci;R;0x117F;U16;1;1;1
